Fp1,AF3,F3,F7,FC5,FC1,C3,T7,CP5,CP1,P3,P7,PO3,O1,Oz,Pz,Fp2,AF4,Fz,F4,F8,FC6,FC2,Cz,C4,T8,CP6,CP2,P4,P8,PO4,O2
3.708934125422447,5.061279609447411,-3.1233467780014905,2.933690595239792,-8.002951864767255,-5.987875634418279,-12.309736676617543,-4.035777943886242,-13.943238326738724,-1.7483436048249952,-8.2277553489178,-1.950537930272343,3.1892163843894004,-6.056709812545471,1.6957477180732132,0.427983988913386,1.2434711623395698,3.4845974148059007,0.8812082287259404,-7.229122677233207,10.551495147421852,12.643148200958649,40.43465331518847,-3.049231719956142,0.5056765120005062,19.60868441516453,-14.112935956402692,-13.920139643612616,-3.0735650518826216,12.077209373042068,-13.161104836531354,1.4853776154756133
-7.92719610619144,-11.433300015979595,-8.027477569020421,-9.650296254507014,-2.199495640096879,-4.937626694567946,1.2600745702482483,-3.707411493972357,1.9521555766831715,2.1377653369066274,-0.2088825717923408,-4.7016930721184576,-0.039870425981226,-1.7748189973362636,1.290963446682677,2.641994441062468,-6.343535198283879,-6.152011316983496,-2.927091129021705,-0.2920199871439251,-2.873407704012965,-2.4244060580096773,-5.919502761455351,-3.5433211087592684,7.919611787080659,17.540851151475625,14.120749282793222,6.19609788609406,8.763369689358937,5.331473571136187,9.42540968539384,6.50284768031849
-6.429932320287904,-9.224807505886744,-4.296096968401427,-13.552335586290774,-0.7841734581514683,0.3859878539648478,3.018255796211295,-0.0899538817549858,9.238828517294042,5.256932229186893,4.257388622661798,5.281958976714103,12.00169060153536,11.20963739837879,5.175108522692507,7.296477196596467,-3.890688461575778,-13.1476948687698,-2.15094525796577,-5.408284457972718,-5.93354606762745,-8.637400921565344,-5.740765727188226,2.9623663320217264,4.549858101419078,-10.551726367749811,5.857148382578612,4.150717621892181,6.415455951616309,-2.535387004246154,4.890815130060626,0.4251116206097278
-0.6389780897147013,11.566954182104524,2.720887656587335,19.370927802102965,0.4467465178563099,-0.7016534762095663,-7.308488039380959,-3.126265590588888,-9.966126498763396,-13.806917357504055,1.453489056895167,-6.255765189916683,-12.749785077630914,-6.92348867796422,-0.6548246233997066,-10.34783298247844,2.5895141380407942,12.333149353206448,-4.687119829265147,6.496735415215888,7.972592612064972,13.564660849791686,-15.763378587364986,-3.0855847035065853,-8.323496018323858,24.3838207279216,0.6393022704517239,-1.8766916970696328,-4.606399408283958,5.160489774078879,1.6609172228330935,0.4626082682142698
-1.6607793204077632,13.052952243194776,1.298024150165045,15.908965305095776,-5.622669019814505,-4.145417785048778,-9.732799446335754,21.106585550932607,-5.339952886763076,-2.491298484799402,6.377630528984417,2.2500895712054483,8.625738589098551,2.364137507124397,7.131698647351918,-1.4205707215577874,-0.0794447378994451,8.551576852462597,-4.119796760314935,-1.356588581682236,2.243887223157957,5.261518917798352,20.34489108299372,-4.7020792205207655,-19.313355387253107,-2.173701743315214,-26.870838680185337,-12.963769252912254,-11.276335067078511,5.615885724319375,-7.95449831027007,1.090313512273969
-9.222517540168752,-5.924923753050489,1.6641625649895229,10.283999765496583,6.508544416790901,-1.955118095568257,1.472670975928975,-2.553138319899513,11.319813178736172,-9.622126514535283,10.651966162187538,1.4409564906120709,-9.135481259492275,6.906208908736724,2.389660502502595,-7.570899917162691,-8.29553478817271,3.9559355160513543,-10.038663120172377,7.590133118830204,-1.6510512751666957,2.414400626287186,-55.28743222530939,-3.8308570699180895,-3.425209909701074,-9.970763677192084,21.692440927014268,11.48317469470778,5.864689608314425,3.721196407347709,23.96862775737425,5.155135843601391
-4.0521769264421685,-8.14588825098852,1.0226618989098522,-3.957697617734485,7.002813871597554,1.396472435587877,6.189197375555796,-1.6548833299578898,14.967183678451018,-3.646128227102307,10.52372935121268,-1.315812816628228,-3.9651421119497545,6.6851257796392085,-0.5177502341046446,-0.5323351831609229,2.9941674107545,1.023159626438345,-4.715494679483787,10.859850900847867,-6.438789243267207,-11.907946604042708,-54.985570079097776,-0.7253056766640249,2.4943147625715145,-22.038897631231716,19.97293941966649,17.152943260775572,8.054625554373324,-11.434515333328598,25.79021817181709,3.904930446986051
-4.910752775096174,11.110712658700589,-2.945528701053199,9.614821298075595,-9.326411371854318,-4.860502779728341,-9.281021018685832,14.562658134887853,-14.278611345501163,5.12834079456022,-2.087642160988959,-1.422026464149043,8.841056314657353,-5.231802688876728,4.380667740807402,4.191613099667929,-7.571544281369441,1.0589892262247784,-0.8015539700663894,-11.42245432367142,6.091982664490164,18.33714860443326,59.32591334396534,-0.0346937794592803,-8.655715436395994,2.382795573046144,-27.021792153210797,-18.05772785048306,-8.981782851001219,14.437901430401832,-22.325152401874853,-0.2478845304522308
1.8292720184974387,-7.876287397847029,-1.9801392377582017,-16.90138115313654,-10.721001532999573,1.917283805579744,-2.48917796553602,-25.85751007343648,1.0479410655780503,9.736912765602623,-2.5630588794814786,9.030894010592046,12.367132683753724,10.040643753447078,4.1075912717716285,7.387913999074632,0.3633246161247401,-8.016235879107327,10.338295766139796,-0.1406397080338894,-5.459816073835039,-6.894133012742114,22.72992797338071,5.560007541111583,10.193038891594796,-19.99909545230033,0.5877607436422752,-0.604505236941888,4.625968353011636,0.3085140762466132,-4.298478448042675,1.6290367160495096
9.270046042316228,2.693380558132917,0.8479838819402308,1.514470956011796,-4.098082856136233,0.5141910648166761,-0.2557522380724935,-9.190923652706363,1.8259248510288324,-1.259365724116288,2.697603182427933,6.770112170253968,7.680416397567988,3.552567956580928,3.360035669261992,1.921085723471737,7.958988433115346,3.638000329872319,2.7260782773610672,-0.1441940927938128,4.488888257767119,-5.183403408264937,6.0357676267873925,-2.001193719628638,-6.098603051666971,-16.63490968115578,-10.069308771711164,-6.519899614381098,-4.51013968268798,-1.7391753504839684,-2.5141427502989884,2.723553215390247
